Spcies,Vigna Umb,Vigna rad,Score
0,185000000,533316061,9
0,94000000,377019252,8.9
0,160000000,292568851,8.8
0,93000000,313837577,8.8
0,63000000,37023395,8.8
0,55000000,329691196,8.8
0,94000000,340478898,8.7
0,63000000,171383253,8.7
0,165000000,187991439,8.6
0,70000000,216119491,8.6
0,250000000,448130642,8.5
0,103000000,187670866,8.5
0,102000000,204843350,8.5
0,100000000,162804648,8.5
0,90000000,132373442,8.5
0,45000000,422783777,8.5
0,60000000,136801374,8.5
0,180000000,223806889,8.4
0,72000000,75600000,8.4
0,200000000,414984497,8.3
0,175000000,292979556,8.3
0,175000000,356454367,8.3
0,150000000,205343774,8.3
0,75000000,120523073,8.3
0,250000000,407197282,8.2
0,165000000,217387997,8.2
0,100000000,116866727,8.2
0,94000000,380838870,8.2
0,58000000,170708996,8.2
0,52000000,42438300,8.2
0,54000000,70496802,8.2
0,220000000,623279547,8.1
0,170000000,333130696,8.1
0,150000000,153629485,8.1
0,135000000,183635922,8.1
0,110000000,227137090,8.1
0,140000000,305388685,8.1
0,115000000,289907418,8.1
0,108000000,228430993,8.1
0,80000000,127968405,8.1
0,63000000,356784000,8.1
0,61000000,167735396,8.1
0,60000000,125603360,8.1
0,58000000,363024263,8.1
0,30000000,70098138,8.1
0,200000000,233914986,8
0,150000000,206435493,8
0,150000000,257704099,8
0,120000000,124976634,8
0,150000000,167007184,8
0,100000000,57366262,8
0,92000000,261437578,8
0,88000000,61644321,8
0,70000000,66257002,8
0,55000000,162586036,8
0,30000000,66207920,8
0,52000000,164435221,8
0,237000000,760505847,7.9
0,225000000,258355354,7.9
0,140000000,318298180,7.9
0,178000000,100189501,7.9
0,165000000,222487711,7.9
0,145000000,176997107,7.9
0,90000000,245823397,7.9
0,76000000,35286428,7.9
0,68000000,28965197,7.9
0,44000000,54116191,7.9
0,60000000,121468960,7.9
0,60000000,32522352,7.9
0,55000000,107100855,7.9
0,60000000,267652016,7.9
0,260000000,200807262,7.8
0,200000000,304360277,7.8
0,190000000,228756232,7.8
0,175000000,362645141,7.8
0,170000000,259746958,7.8
0,165000000,189412677,7.8
0,150000000,127490802,7.8
0,160000000,146405371,7.8
0,130000000,249358727,7.8
0,100000000,274084951,7.8
0,100000000,130127620,7.8
0,90000000,102515793,7.8
0,75000000,176049130,7.8
0,85000000,183405771,7.8
0,40000000,19406406,7.8
0,81200000,1339152,7.8
0,60000000,257756197,7.8
0,55000000,35707327,7.8
0,50000000,48265581,7.8
0,200000000,658672302,7.7
0,140000000,111110575,7.7
0,130000000,107503316,7.7
0,102000000,132014112,7.7
0,92000000,108638745,7.7
0,93000000,63540020,7.7
0,90000000,233630478,7.7
0,65000000,33048353,7.7
0,80000000,104054514,7.7
0,70000000,38345403,7.7
0,69000000,251501645,7.7
0,65000000,210592590,7.7
0,60000000,75280058,7.7
0,70000000,77862546,7.7
0,47000000,6167817,7.7
0,55000000,69951824,7.7
0,50000000,147637474,7.7
0,170000000,208543795,7.6
0,150000000,289994397,7.6
0,150000000,400736600,7.6
0,130000000,215395021,7.6
0,130000000,424645577,7.6
0,113000000,380262555,7.6
0,94000000,9213,7.6
0,93000000,176740650,7.6
0,90000000,100012500,7.6
0,90000000,209019489,7.6
0,68000000,51396781,7.6
0,68000000,85707116,7.6
0,70000000,47379090,7.6
0,69500000,54222000,7.6
0,59000000,176387405,7.6
0,62000000,172071312,7.6
0,61000000,148775460,7.6
0,65000000,100003492,7.6
0,54000000,66676062,7.6
0,52500000,57386369,7.6
0,53000000,25031037,7.6
0,52000000,36385763,7.6
0,60000000,105264608,7.6
0,45000000,88504640,7.6
0,50000000,75605492,7.6
0,250000000,458991599,7.5
0,250000000,301956980,7.5
0,250000000,255108370,7.5
0,185000000,130468626,7.5
0,170000000,73820094,7.5
0,150000000,292000866,7.5
0,125000000,317557891,7.5
0,110000000,214948780,7.5
0,125000000,186830669,7.5
0,65000000,119412921,7.5
0,110000000,102608827,7.5
0,102000000,27098580,7.5
0,100000000,77679638,7.5
0,90000000,120618403,7.5
0,60000000,31494270,7.5
0,76000000,368049635,7.5
0,50000000,2208939,7.5
0,57000000,60984028,7.5
0,150000000,195000874,7.4
0,145000000,209364921,7.4
0,150000000,93926386,7.4
0,130000000,180191634,7.4
0,135000000,77564037,7.4
0,100000000,261970615,7.4
0,90000000,100853835,7.4
0,75000000,157299717,7.4
0,75000000,134006721,7.4
0,75000000,183132370,7.4
0,65000000,182204440,7.4
0,60000000,37479778,7.4
0,70000000,51225796,7.4
0,50000000,73343413,7.4
0,40000000,95720716,7.4
0,52000000,34580635,7.4
0,50000000,84244877,7.4
0,50000000,52822418,7.4
0,50000000,47105085,7.4
0,225000000,423032628,7.3
0,200000000,373377893,7.3
0,200000000,268488329,7.3
0,105000000,144812796,7.3
0,178000000,154985087,7.3
0,160000000,46978995,7.3
0,150000000,165230261,7.3
0,145000000,103400692,7.3
0,139000000,403706375,7.3
0,130000000,148337537,7.3
0,125000000,209805005,7.3
0,135000000,187165546,7.3
0,100000000,89296573,7.3
0,10000000,10200000,7.3
0,90000000,250147615,7.3
0,90000000,58229120,7.3
0,87000000,120147445,7.3
0,90000000,111544445,7.3
0,85000000,57010853,7.3
0,78000000,407999255,7.3
0,80000000,112225777,7.3
0,80000000,60507228,7.3
0,80000000,34566746,7.3
0,75000000,117698894,7.3
0,60000000,77032279,7.3
0,75000000,45434443,7.3
0,65000000,55637680,7.3
0,60000000,71844424,7.3
0,58800000,350123553,7.3
0,55000000,134218018,7.3
0,53000000,91400000,7.3
0,55000000,41609593,7.3
0,50000000,153620822,7.3
0,52000000,125548685,7.3
0,50000000,50150619,7.3
0,50000000,44484065,7.3
0,225000000,291021565,7.2
0,207000000,218051260,7.2
0,200000000,408992272,7.2
0,190000000,350034110,7.2
0,185000000,237282182,7.2
0,150000000,256386216,7.2
0,150000000,281492479,7.2
0,175000000,133228348,7.2
0,145000000,143523463,7.2
0,135000000,123207194,7.2
0,110000000,134520804,7.2
0,130000000,47396698,7.2
0,115000000,146282411,7.2
0,105000000,54700065,7.2
0,99000000,130174897,7.2
0,80000000,145771527,7.2
0,79000000,95632614,7.2
0,78000000,92930005,7.2
0,75000000,94999143,7.2
0,150000000,436471036,7.2
0,120000000,244052771,7.2
0,66000000,79883359,7.2
0,70000000,617840,7.2
0,65000000,115603980,7.2
0,58000000,106635996,7.2
0,61000000,46975183,7.2
0,55000000,101530738,7.2
0,55000000,76137505,7.2
0,300000000,309404152,7.1
0,150000000,318759914,7.1
0,170000000,206360018,7.1
0,120000000,108521835,7.1
0,110000000,113330342,7.1
0,110000000,85463309,7.1
0,120000000,144795350,7.1
0,105000000,104374107,7.1
0,140000000,38120554,7.1
0,75000000,83077470,7.1
0,100000000,78616689,7.1
0,85000000,148313048,7.1
0,85000000,127706877,7.1
0,100000000,46440491,7.1
0,90000000,44606335,7.1
0,35000000,13401683,7.1
0,80000000,180965237,7.1
0,75000000,66636385,7.1
0,70000000,47456450,7.1
0,70000000,62647540,7.1
0,59660000,18947630,7.1
0,70000000,117541000,7.1
0,75000000,78120196,7.1
0,70000000,39380442,7.1
0,65000000,43532294,7.1
0,55000000,43247140,7.1
0,60000000,143151473,7.1
0,58000000,90356857,7.1
0,50000000,58297830,7.1
0,90000000,33574332,7.1
0,50200000,62453315,7.1
0,50000000,126975169,7.1
0,50000000,191616238,7.1
0,50000000,81517441,7.1
0,230000000,262030663,7
0,150000000,652177271,7
0,190000000,202351611,7
0,190000000,101785482,7
0,200000000,312057433,7
0,180000000,241407328,7
0,150000000,181015141,7
0,130000000,126464904,7
0,120000000,89021735,7
0,100000000,97030725,7
0,80000000,55673333,7
0,100000000,24985612,7
0,95000000,201148159,7
0,100000000,124870275,7
0,90000000,196573705,7
0,92000000,110416702,7
0,92000000,26871,7
0,90000000,143618384,7
0,85000000,75754670,7
0,80000000,162831698,7
0,80000000,73215310,7
0,85000000,55350897,7
0,70000000,37901509,7
0,66000000,83892374,7
0,70000000,101217900,7
0,60000000,106126012,7
0,60000000,80033643,7
0,60000000,55994557,7
0,55000000,166225040,7
0,53000000,62563543,7
0,50000000,218628680,7
0,50000000,91439400,7
0,50000000,50815288,7
0,250000000,330249062,6.9
0,180000000,291709845,6.9
0,175000000,161087183,6.9
0,150000000,114053579,6.9
0,150000000,133382309,6.9
0,145000000,111505642,6.9
0,145000000,216366733,6.9
0,140000000,176636816,6.9
0,126000000,35799026,6.9
0,100000000,100117603,6.9
0,100000000,173005002,6.9
0,100000000,35024475,6.9
0,95000000,50802661,6.9
0,90000000,64685359,6.9
0,20000000,37567440,6.9
0,85000000,63224849,6.9
0,85000000,117144465,6.9
0,80000000,94822707,6.9
0,75000000,306124059,6.9
0,75000000,193136719,6.9
0,80000000,195329763,6.9
0,72000000,27796042,6.9
0,68000000,100614858,6.9
0,65000000,100468793,6.9
0,50000000,1987287,6.9
0,62000000,122012710,6.9
0,60000000,18208078,6.9
0,55000000,16264475,6.9
0,48000000,165500000,6.9
0,245000000,200074175,6.8
0,225000000,179020854,6.8
0,210000000,234360014,6.8
0,170000000,172051787,6.8
0,200000000,137850096,6.8
0,150000000,134518390,6.8
0,140000000,52792307,6.8
0,107000000,58183966,6.8
0,100000000,77222184,6.8
0,100000000,58867694,6.8
0,100000000,81557479,6.8
0,120000000,84037039,6.8
0,100000000,58220776,6.8
0,85000000,126149655,6.8
0,80000000,155019340,6.8
0,75000000,101087161,6.8
0,75000000,323505540,6.8
0,75000000,120776832,6.8
0,68000000,71069884,6.8
0,62000000,65000000,6.8
0,55000000,75530832,6.8
0,66000000,59035104,6.8
0,60000000,50807639,6.8
0,55000000,38553833,6.8
0,54000000,108200000,6.8
0,70000000,97680195,6.8
0,200000000,168368427,6.7
0,250000000,241063875,6.7
0,200000000,105219735,6.7
0,200000000,202853933,6.7
0,38000000,144512310,6.7
0,150000000,206456431,6.7
0,150000000,179982968,6.7
0,150000000,179883016,6.7
0,150000000,139259759,6.7
0,150000000,133375846,6.7
0,149000000,64459316,6.7
0,132000000,83348920,6.7
0,135000000,177343675,6.7
0,130000000,149234747,6.7
0,125000000,337103873,6.7
0,125000000,113165635,6.7
0,105000000,57637485,6.7
0,115000000,310675583,6.7
0,120000000,132550960,6.7
0,110000000,61656849,6.7
0,100000000,119219978,6.7
0,92000000,85017401,6.7
0,100000000,107515297,6.7
0,65000000,43982842,6.7
0,100000000,35168677,6.7
0,85000000,150832203,6.7
0,85000000,47592825,6.7
0,81000000,242589580,6.7
0,84000000,53215979,6.7
0,80000000,124590960,6.7
0,75000000,76081498,6.7
0,80000000,169692572,6.7
0,100000000,67286731,6.7
0,75000000,134568845,6.7
0,75000000,118823091,6.7
0,75000000,39251128,6.7
0,72000000,227965690,6.7
0,70000000,119654900,6.7
0,50000000,25121291,6.7
0,65000000,93771072,6.7
0,65000000,38966057,6.7
0,65000000,33328051,6.7
0,61000000,75573300,6.7
0,60000000,75764085,6.7
0,60000000,45996718,6.7
0,60000000,31670931,6.7
0,60000000,30695227,6.7
0,60000000,26288320,6.7
0,60000000,26616590,6.7
0,80000000,10166502,6.7
0,58000000,48291624,6.7
0,55000000,78745923,6.7
0,55000000,31051126,6.7
0,54000000,81645152,6.7
0,50000000,135014968,6.7
0,50000000,91030827,6.7
0,50000000,52752475,6.7
0,50000000,50007168,6.7
0,50000000,56724080,6.7
0,263700000,73058679,6.6
0,225000000,141614023,6.6
0,200000000,125320003,6.6
0,200000000,90755643,6.6
0,180000000,124051759,6.6
0,165000000,665426,6.6
0,160000000,281666058,6.6
0,155000000,89732035,6.6
0,140000000,201573391,6.6
0,140000000,129734803,6.6
0,130000000,138396624,6.6
0,130000000,49551662,6.6
0,125000000,217536138,6.6
0,85000000,32694788,6.6
0,115000000,93050117,6.6
0,95000000,161317423,6.6
0,90000000,71148699,6.6
0,90000000,226138454,6.6
0,100000000,155370362,6.6
0,85000000,112703470,6.6
0,80000000,101111837,6.6
0,80000000,65948711,6.6
0,70000000,43426961,6.6
0,75000000,73661010,6.6
0,80000000,41523271,6.6
0,52000000,34636443,6.6
0,75000000,22751979,6.6
0,73000000,148213377,6.6
0,80000000,136448821,6.6
0,65000000,100448498,6.6
0,50100000,53846915,6.6
0,63000000,25052000,6.6
0,62000000,77086030,6.6
0,105000000,90646554,6.6
0,60000000,75638743,6.6
0,60000000,56443482,6.6
0,80000000,43290977,6.6
0,60000000,13082288,6.6
0,55000000,141600000,6.6
0,70000000,177575142,6.6
0,55000000,56932305,6.6
0,55000000,25040293,6.6
0,50000000,126088877,6.6
0,50000000,67823573,6.6
0,50000000,58336565,6.6
0,50000000,46982632,6.6
0,50000000,39778599,6.6
0,215000000,89289910,6.5
0,200000000,334185206,6.5
0,175000000,198332128,6.5
0,190000000,93417865,6.5
0,135000000,83024900,6.5
0,132000000,234277056,6.5
0,127500000,137748063,6.5
0,115000000,474544677,6.5
0,110000000,125332007,6.5
0,120000000,186336103,6.5
0,90000000,101643008,6.5
0,100000000,197992827,6.5
0,80000000,102981571,6.5
0,80000000,254455986,6.5
0,80000000,130313314,6.5
0,80000000,69772969,6.5
0,78000000,119793567,6.5
0,73000000,229074524,6.5
0,70000000,103338338,6.5
0,80000000,42044321,6.5
0,60000000,114195633,6.5
0,70000000,98895417,6.5
0,35000000,25093607,6.5
0,66000000,43568507,6.5
0,65000000,115731542,6.5
0,65000000,13750556,6.5
0,60000000,75370763,6.5
0,55000000,74540762,6.5
0,60000000,56702901,6.5
0,35000000,4426297,6.5
0,55000000,34098563,6.5
0,52000000,23324666,6.5
0,51000000,90567722,6.5
0,50000000,44737059,6.5
0,50000000,40905277,6.5
0,50000000,35168395,6.5
0,50000000,32741596,6.5
0,215000000,234903076,6.4
0,165000000,238371987,6.4
0,200000000,150350192,6.4
0,170000000,76846624,6.4
0,150000000,227946274,6.4
0,150000000,73103784,6.4
0,137000000,32131830,6.4
0,135000000,126930660,6.4
0,110000000,118311368,6.4
0,103000000,131536019,6.4
0,125000000,186739919,6.4
0,140000000,182618434,6.4
0,110000000,250863268,6.4
0,110000000,125531634,6.4
0,100000000,65452312,6.4
0,80000000,72515360,6.4
0,85000000,172620724,6.4
0,70000000,137340146,6.4
0,82000000,158115031,6.4
0,80000000,103028109,6.4
0,74000000,336029560,6.4
0,75000000,51814190,6.4
0,58000000,70117571,6.4
0,70000000,62321039,6.4
0,68000000,118471320,6.4
0,68000000,81257500,6.4
0,70000000,182805123,6.4
0,65000000,90454043,6.4
0,70000000,84049211,6.4
0,65000000,63695760,6.4
0,65000000,59617068,6.4
0,45000000,36064910,6.4
0,61000000,81687587,6.4
0,60000000,43119879,6.4
0,58000000,80021740,6.4
0,57000000,51317350,6.4
0,55000000,66365290,6.4
0,55000000,58422650,6.4
0,55000000,68750000,6.4
0,50000000,55473600,6.4
0,50000000,51178893,6.4
0,55000000,39440655,6.4
0,57000000,26838389,6.4
0,52000000,37035845,6.4
0,50000000,105807520,6.4
0,40000000,38105077,6.4
0,200000000,191450875,6.3
0,195000000,65171860,6.3
0,195000000,352358779,6.3
0,175000000,38297305,6.3
0,155000000,104383624,6.3
0,150000000,82161969,6.3
0,117000000,76418654,6.3
0,110000000,129995817,6.3
0,98000000,202007640,6.3
0,100000000,23014504,6.3
0,92000000,241688385,6.3
0,75000000,128200012,6.3
0,80000000,90443603,6.3
0,70000000,37754208,6.3
0,80000000,38542418,6.3
0,73000000,107225164,6.3
0,70000000,52474616,6.3
0,70000000,55942830,6.3
0,70000000,40932372,6.3
0,60000000,19076815,6.3
0,65000000,54758461,6.3
0,65000000,19548064,6.3
0,61000000,118153533,6.3
0,80000000,279167575,6.3
0,95000000,102678089,6.3
0,60000000,54910560,6.3
0,60000000,53789313,6.3
0,75000000,47748610,6.3
0,60000000,35096190,6.3
0,58000000,44665963,6.3
0,58000000,28328132,6.3
0,55000000,104354205,6.3
0,55000000,98711404,6.3
0,55000000,63408614,6.3
0,55000000,49994804,6.3
0,56000000,12870569,6.3
0,52000000,143704210,6.3
0,50000000,2175312,6.3
0,50000000,54997476,6.3
0,50000000,41482207,6.3
0,50000000,30306268,6.3
0,258000000,336530303,6.2
0,185000000,317011114,6.2
0,140000000,140080850,6.2
0,100000000,79711678,6.2
0,150000000,126597121,6.2
0,127000000,113733726,6.2
0,100000000,58607007,6.2
0,110000000,106369117,6.2
0,95000000,86897182,6.2
0,68000000,61355436,6.2
0,75000000,78009155,6.2
0,85000000,84303558,6.2
0,70000000,50016394,6.2
0,70000000,65012000,6.2
0,70000000,13596911,6.2
0,66000000,87704396,6.2
0,65000000,32598931,6.2
0,63000000,213079163,6.2
0,60000000,50549107,6.2
0,60000000,43060566,6.2
0,60000000,40559930,6.2
0,60000000,22451,6.2
0,56000000,45860039,6.2
0,55000000,89706988,6.2
0,55000000,7221458,6.2
0,50000000,79948113,6.2
0,50000000,60470220,6.2
0,45000000,50740078,6.2
0,50000000,27667947,6.2
0,209000000,200069408,6.1
0,180000000,70083519,6.1
0,175000000,88246220,6.1
0,170000000,155111815,6.1
0,150000000,63143812,6.1
0,160000000,320706665,6.1
0,140000000,198539855,6.1
0,142000000,160201106,6.1
0,140000000,190418803,6.1
0,100000000,110332737,6.1
0,140000000,65007045,6.1
0,125000000,215397307,6.1
0,120000000,43929341,6.1
0,115000000,47952020,6.1
0,110000000,155181732,6.1
0,100000000,101228120,6.1
0,90000000,39292022,6.1
0,86000000,42877165,6.1
0,85000000,80170146,6.1
0,75000000,140459099,6.1
0,80000000,109993847,6.1
0,75000000,83503161,6.1
0,45000000,21009180,6.1
0,82000000,36381716,6.1
0,70000000,78031620,6.1
0,70000000,37760080,6.1
0,60000000,69688384,6.1
0,65000000,28045540,6.1
0,65000000,72413,6.1
0,60000000,93307796,6.1
0,60000000,88200225,6.1
0,60000000,51045801,6.1
0,60000000,50818750,6.1
0,48000000,46611204,6.1
0,60000000,36279230,6.1
0,70000000,42194060,6.1
0,60000000,32940507,6.1
0,60000000,30063805,6.1
0,55000000,22362500,6.1
0,60000000,17281832,6.1
0,50000000,150315155,6.1
0,50000000,55682070,6.1
0,60000000,55092830,6.1
0,50000000,31874869,6.1
0,200000000,402076689,6
0,130000000,68642452,6
0,123000000,260031035,6
0,115000000,40911830,6
0,100000000,67631157,6
0,100000000,72660029,6
0,107000000,22406362,6
0,85000000,62494975,6
0,80000000,17593391,6
0,90000000,27356090,6
0,86000000,15131330,6
0,80000000,162001186,6
0,75000000,160762022,6
0,75000000,14567883,6
0,75000000,36976367,6
0,74000000,162495848,6
0,80000000,116643346,6
0,65000000,29655590,6
0,50000000,70450000,6
0,63000000,70236496,6
0,60000000,40076438,6
0,60000000,31165421,6
0,58000000,31199215,6
0,50000000,100328194,6
0,55000000,83000000,6
0,55000000,68218041,6
0,55000000,34238611,6
0,50000000,127997349,6
0,50000000,37486138,6
0,209000000,65173160,5.9
0,150000000,177243721,5.9
0,135000000,63992328,5.9
0,125000000,190871240,5.9
0,133000000,140015224,5.9
0,93000000,181166115,5.9
0,95000000,88761720,5.9
0,90000000,68558662,5.9
0,82000000,34543701,5.9
0,80000000,56684819,5.9
0,75000000,45356386,5.9
0,88000000,37899638,5.9
0,76000000,127083765,5.9
0,80000000,15071514,5.9
0,75000000,68473360,5.9
0,55000000,37600435,5.9
0,69000000,55585389,5.9
0,75000000,38509342,5.9
0,36000000,45045037,5.9
0,69000000,37516013,5.9
0,65000000,52397389,5.9
0,42000000,15738632,5.9
0,60000000,82670733,5.9
0,60000000,62401264,5.9
0,60000000,32122249,5.9
0,60000000,60128566,5.9
0,58000000,49875589,5.9
0,57000000,25528495,5.9
0,55000000,55747724,5.9
0,46000000,70327868,5.9
0,55000000,22843047,5.9
0,55000000,5755286,5.9
0,50000000,41256277,5.9
0,40000000,40203020,5.9
0,200000000,166112167,5.8
0,175000000,150167630,5.8
0,150000000,83640426,5.8
0,150000000,61937495,5.8
0,150000000,34964818,5.8
0,130000000,122512052,5.8
0,125000000,101160529,5.8
0,125000000,163192114,5.8
0,116000000,67155742,5.8
0,120000000,98780042,5.8
0,110000000,66002193,5.8
0,110000000,24004159,5.8
0,75000000,20315324,5.8
0,80000000,32885565,5.8
0,80000000,19673424,5.8
0,80000000,18318000,5.8
0,79000000,103812241,5.8
0,78000000,66462600,5.8
0,70000000,141204016,5.8
0,70000000,83552429,5.8
0,70000000,19819494,5.8
0,150000000,135381507,5.8
0,60000000,73648142,5.8
0,55000000,33828318,5.8
0,55000000,33472850,5.8
0,55000000,18573791,5.8
0,52000000,118683135,5.8
0,50000000,126203320,5.8
0,50000000,48745150,5.8
0,50000000,48154732,5.8
0,50000000,47553512,5.8
0,210000000,245428137,5.7
0,137000000,132122995,5.7
0,100000000,180011740,5.7
0,83000000,66862068,5.7
0,115000000,131144183,5.7
0,95000000,73209340,5.7
0,70000000,74329966,5.7
0,80000000,20950820,5.7
0,70000000,17473245,5.7
0,53000000,55808744,5.7
0,70000000,17218080,5.7
0,60000000,80574010,5.7
0,40000000,33927476,5.7
0,60000000,29136626,5.7
0,63000000,53715611,5.7
0,68000000,34350553,5.7
0,55000000,9483821,5.7
0,52000000,110476776,5.7
0,65000000,67128202,5.7
0,200000000,116593191,5.6
0,160000000,60655503,5.6
0,130000000,33592415,5.6
0,130000000,131920333,5.6
0,98000000,11000000,5.6
0,88000000,78747585,5.6
0,90000000,60874615,5.6
0,85000000,64933670,5.6
0,80000000,120136047,5.6
0,65000000,82226474,5.6
0,90000000,50628009,5.6
0,80000000,19480739,5.6
0,80000000,23219748,5.6
0,70000000,70224196,5.6
0,70000000,42272747,5.6
0,60000000,80281096,5.6
0,70000000,30157016,5.6
0,68000000,35324232,5.6
0,50000000,22518325,5.6
0,30000000,25472967,5.6
0,70000000,36931089,5.6
0,54000000,128769345,5.6
0,50000000,20550712,5.6
0,55000000,16088610,5.6
0,54000000,75604320,5.6
0,51000000,72601713,5.6
0,50000000,88658172,5.6
0,165000000,102315545,5.5
0,155000000,34293771,5.5
0,144000000,118099659,5.5
0,140000000,31141074,5.5
0,120000000,292298923,5.5
0,110000000,142614158,5.5
0,100000000,148383780,5.5
0,95000000,17176900,5.5
0,92000000,125305545,5.5
0,90000000,100018837,5.5
0,95000000,65653758,5.5
0,85000000,40048332,5.5
0,80000000,79363785,5.5
0,70000000,152149590,5.5
0,68000000,33685268,5.5
0,60000000,139225854,5.5
0,63000000,108012170,5.5
0,60000000,104148781,5.5
0,60000000,109176215,5.5
0,60000000,90341670,5.5
0,60000000,7605668,5.5
0,56000000,113006880,5.5
0,62000000,25857987,5.5
0,53000000,45207112,5.5
0,52000000,23020488,5.5
0,55000000,42610000,5.5
0,176000000,47375327,5.4
0,175000000,100289690,5.4
0,150000000,21379315,5.4
0,120000000,64736114,5.4
0,110000000,50026353,5.4
0,105000000,71017784,5.4
0,100000000,184031112,5.4
0,100000000,49392095,5.4
0,90000000,47474112,5.4
0,60000000,31111260,5.4
0,80000000,133668525,5.4
0,35000000,73023275,5.4
0,75000000,47000485,5.4
0,70000000,33105600,5.4
0,70000000,7097125,5.4
0,35000000,5932060,5.4
0,65000000,42345531,5.4
0,60000000,82569532,5.4
0,60000000,60573641,5.4
0,60000000,50024083,5.4
0,55000000,105263257,5.4
0,120000000,30212620,5.3
0,105000000,28772222,5.3
0,92000000,67344392,5.3
0,80000000,39442871,5.3
0,75000000,30013346,5.3
0,71500000,144156464,5.3
0,70000000,48430355,5.3
0,60000000,50189179,5.3
0,145000000,102176165,5.2
0,110000000,115802596,5.2
0,90000000,59475623,5.2
0,80000000,92969824,5.2
0,80000000,80360866,5.2
0,80000000,36073232,5.2
0,60000000,28031250,5.2
0,65000000,85911262,5.2
0,60000000,93375151,5.2
0,60000000,217326336,5.2
0,60000000,73701902,5.2
0,150000000,119420252,5.1
0,100000000,75030163,5.1
0,80000000,69102910,5.1
0,50000000,41814863,5.1
0,65000000,19059018,5.1
0,64000000,31054924,5.1
0,55000000,93815117,5.1
0,50000000,80270227,5.1
0,135000000,31704416,5
0,90000000,85884815,5
0,65000000,10014234,5
0,48000000,64505912,5
0,45000000,48472213,5
0,50000000,81022333,5
0,35000000,75367693,5
0,130000000,60522097,4.9
0,112000000,42776259,4.9
0,90000000,75817994,4.9
0,84000000,153288182,4.9
0,80000000,91188905,4.9
0,68000000,300523113,4.9
0,60000000,43337279,4.9
0,65000000,36830057,4.9
0,60000000,11802056,4.9
0,60000000,12065985,4.9
0,170000000,113745408,4.8
0,120000000,100685880,4.8
0,85000000,66941559,4.8
0,43000000,24407944,4.8
0,65000000,14218868,4.8
0,60000000,19781879,4.8
0,75000000,5409517,4.7
0,58000000,29580087,4.7
0,71000000,11466088,4.7
0,50000000,66002004,4.7
0,80000000,100169068,4.6
0,72000000,112950721,4.6
0,50000000,296623634,4.6
0,72000000,32616869,4.5
0,75000000,219613391,4.5
0,90000000,6712451,4.4
0,90000000,190562,4.4
0,75000000,133103929,4.4
0,60000000,66734992,4.4
0,50000000,61112916,4.4
0,50000000,38590500,4.4
0,120000000,56114221,4.3
0,100000000,95328937,4.3
0,65000000,123307945,4.3
0,85000000,43575716,4.3
0,64000000,58255287,4.3
0,87000000,26082914,4.3
0,57000000,51774002,4.3
0,40000000,32800000,4.3
0,150000000,131564731,4.2
0,52000000,1891821,4.2
0,70000000,5851188,4.2
0,70000000,18821279,4.2
0,57000000,6768055,4.2
0,50000000,33643461,4.2
0,76000000,26000610,4.1
0,75000000,97360069,4.1
0,109000000,100446895,3.8
0,100000000,4411102,3.8
0,62000000,32178777,3.8
0,60000000,4535117,3.8
0,125000000,107285004,3.7
0,160000000,48068396,3.7
0,70000000,14294842,3.6
0,60000000,35231365,3.6
0,50000000,39177541,3.5
0,79000000,74158157,3.4
0,100000000,40198710,3.3
0,70000000,18990542,3
0,44000000,21471685,2.4
0,54000000,5660084,2.4
0,84000000,17010646,2.2
